AccountID,avg_amount,amount_std,transaction_count,avg_login,dbscan_risk,lof_risk,preferred_type,risk_score,ml_risk_score,final_risk_score,retention_segment,recommended_action,recommended_offer,communication_plan,expected_uplift
AC00430,144.023125,239.95911178695283,16,1.25,0.0,0.0,Debit,2159.9786869876616,0.0,1079.9893434938308,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00431,331.4835,321.1226525189238,20,1.0,0.0,0.0,Debit,5322.342773195695,0.0,2661.1713865978477,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00432,282.1865,207.19092718591202,20,1.4,0.0,0.05,Credit,2923.3239825511687,0.025,1461.6744912755844,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00433,416.39399999999995,491.20012671008135,5,1.0,0.0,0.0,Debit,40906.54893095373,0.0,20453.274465476865,High-Value At Risk,Proactive Outreach,Premium fraud protection + rewards,Dedicated manager,15–20%
AC00434,182.46944444444446,288.1471607370957,18,1.0,0.0,0.05555555555555555,Debit,2921.002745385508,0.027777777777777776,1460.515261581643,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00435,222.9366666666667,169.538087716792,6,1.0,0.0,0.0,Debit,6299.374974874598,0.0,3149.687487437299,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00436,214.62166666666667,115.77514812878636,12,1.0,0.0,0.0,Debit,2070.654431610493,0.0,1035.3272158052464,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00437,211.887,206.15330800428868,10,1.0,0.0,0.0,Debit,4368.120160498455,0.0,2184.0600802492277,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00438,200.2172222222222,173.75133119441148,18,1.6666666666666667,0.0,0.05555555555555555,Debit,1932.6670531384086,0.027777777777777776,966.3474154580932,Security Concern,Security Education,Free security audit,Alerts via SMS/email,10–15%
AC00439,405.3140909090909,253.95706363120087,22,1.1818181818181819,0.0,0.0,Debit,4678.744168039916,0.0,2339.372084019958,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00440,201.69,0.0,1,1.0,0.0,0.0,Debit,0.0,0.0,0.0,Dormant/New Customer,Engagement Campaign,Cashback incentives,Onboarding support,20–25%
AC00441,250.56272727272727,241.30377432153475,11,1.3636363636363635,0.0,0.0,Credit,5496.520572607807,0.0,2748.2602863039033,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00442,247.5968,175.44059447383705,25,1.08,0.0,0.0,Debit,1737.5411217711444,0.0,868.7705608855722,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00443,674.42,342.0098733467597,7,1.0,0.0,0.14285714285714285,Debit,32951.18083304869,0.07142857142857142,16475.62613081006,High-Value At Risk,Proactive Outreach,Premium fraud protection + rewards,Dedicated manager,15–20%
AC00444,125.33375,71.63377853209835,8,1.0,0.0,0.0,Credit,1122.2661209789076,0.0,561.1330604894538,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00445,291.3908333333333,187.69430627574545,12,1.0,0.0,0.08333333333333333,Credit,4557.69964665931,0.041666666666666664,2278.8706566629885,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00446,254.76,250.96941240644517,12,1.0,0.0,0.0,Debit,5328.080181382149,0.0,2664.0400906910745,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00447,150.16400000000002,72.248886681157,10,1.0,0.0,0.0,Debit,1084.9180734671188,0.0,542.4590367335594,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00448,160.8647368421053,196.20231588757846,19,1.0,0.0,0.0,Credit,1661.159592205649,0.0,830.5797961028245,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00449,154.3975,130.79631146627113,12,1.0,0.0,0.08333333333333333,Debit,1682.8851513940372,0.041666666666666664,841.463409030352,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00450,206.04857142857145,211.59668085208486,7,1.0,0.0,0.0,Debit,6228.45536859201,0.0,3114.227684296005,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00451,227.73083333333332,282.5398184474771,12,1.0,0.0,0.0,Debit,5361.918578581174,0.0,2680.959289290587,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00452,165.00684210526316,235.10305232322253,19,1.0,0.0,0.05263157894736842,Debit,2041.7689574418127,0.02631578947368421,1020.8976366156433,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00453,220.28176470588235,124.98041527751928,17,1.1176470588235294,0.0,0.0,Debit,1619.464988914175,0.0,809.7324944570875,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00454,470.40000000000003,366.5244230334453,6,1.6666666666666667,0.0,0.0,Credit,28735.50997657045,0.0,14367.754988285225,High-Value At Risk,Proactive Outreach,Premium fraud protection + rewards,Dedicated manager,15–20%
AC00455,395.9325,264.8503140479841,20,1.0,0.0,0.0,Debit,5243.142086183068,0.0,2621.571043091534,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00456,222.38645161290324,273.9529021632294,31,1.3870967741935485,0.0,0.0,Debit,1965.2713501892283,0.0,982.6356750946142,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00457,295.7975,125.43006153117476,8,1.0,0.0,0.125,Debit,4637.736748503865,0.0625,2318.8996242519324,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00458,200.75636363636366,188.6844224239366,11,1.0,0.0,0.18181818181818182,Debit,3443.5995524597747,0.09090909090909091,1721.8452307753419,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00459,215.5465,121.73871560263379,20,1.0,0.0,0.0,Debit,1312.0176375312733,0.0,656.0088187656366,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00460,370.146,348.9259338329217,35,1.0571428571428572,0.0,0.08571428571428572,Debit,3690.1010004119903,0.04285714285714286,1845.0719287774236,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00461,192.046,139.61576014189802,5,1.0,0.0,0.2,Debit,5362.528581936473,0.1,2681.3142909682365,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00462,86.81769230769231,54.7038070207559,13,1.0,0.0,0.07692307692307693,Debit,365.32753235844865,0.038461538461538464,182.6829969484551,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00463,128.531875,126.10665180545924,16,1.0,0.0,0.0,Debit,1013.0452120926624,0.0,506.5226060463312,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00464,458.9608333333333,575.41276473968,24,1.0,0.0,0.041666666666666664,Debit,11003.829625488797,0.020833333333333332,5501.925229411066,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00465,181.1,237.78398978905204,21,1.8571428571428572,0.0,0.0,Debit,2050.6037381044566,0.0,1025.3018690522283,Security Concern,Security Education,Free security audit,Alerts via SMS/email,10–15%
AC00466,673.71875,607.2715167848845,8,1.0,0.0,0.0,Debit,51141.26950720587,0.0,25570.634753602935,High-Value At Risk,Proactive Outreach,Premium fraud protection + rewards,Dedicated manager,15–20%
AC00467,491.055,212.68622538848163,6,1.0,0.0,0.0,Debit,17406.769500228558,0.0,8703.384750114279,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00468,130.11333333333332,114.29590498775403,12,2.3333333333333335,0.0,0.0,Debit,1239.2849954184699,0.0,619.6424977092349,Security Concern,Security Education,Free security audit,Alerts via SMS/email,10–15%
AC00469,68.365,3.952726906832803,2,1.0,0.0,0.0,Debit,135.1140199358023,0.0,67.55700996790115,Dormant/New Customer,Engagement Campaign,Cashback incentives,Onboarding support,20–25%
AC00470,528.3154545454546,294.19042378580696,11,1.1818181818181819,0.0,0.0,Debit,14129.575757794797,0.0,7064.7878788973985,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00471,305.9905882352941,169.62236234023612,17,1.0,0.0,0.0,Debit,3053.1084339553304,0.0,1526.5542169776652,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00472,588.37,0.0,1,1.0,0.0,0.0,Debit,0.0,0.0,0.0,Dormant/New Customer,Engagement Campaign,Cashback incentives,Onboarding support,20–25%
AC00473,57.15,0.445084261685358,3,1.0,0.0,0.0,Debit,8.47885235882195,0.0,4.239426179410975,Dormant/New Customer,Engagement Campaign,Cashback incentives,Onboarding support,20–25%
AC00474,278.9975,265.5787024294134,12,1.0,0.0,0.0,Debit,6174.648988033439,0.0,3087.3244940167197,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00475,104.499,80.69270533130123,20,1.0,0.0,0.05,Debit,421.61532964001583,0.025,210.8201648200079,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00476,506.81,0.0,1,1.0,0.0,0.0,Debit,0.0,0.0,0.0,Dormant/New Customer,Engagement Campaign,Cashback incentives,Onboarding support,20–25%
AC00477,383.19624999999996,282.8683661522491,8,1.0,0.0,0.0,Debit,13549.260450488542,0.0,6774.630225244271,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00478,487.65684210526314,264.6847927263385,19,1.263157894736842,0.0,0.0,Debit,6793.439125303854,0.0,3396.719562651927,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00479,247.50818181818184,325.1619743395031,11,1.0,0.0,0.0,Debit,7316.385613526828,0.0,3658.192806763414,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00480,287.4017857142857,282.7578663549115,28,1.0,0.0,0.10714285714285714,Debit,2902.3254576013383,0.05357142857142857,1451.189514514955,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00481,207.3742857142857,134.89483679977562,7,1.0,0.0,0.0,Debit,3996.245204521915,0.0,1998.1226022609576,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00482,344.32785714285717,294.07149636096665,14,1.0,0.0,0.07142857142857142,Debit,7232.642925437303,0.03571428571428571,3616.339319861509,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00483,353.4018181818182,212.05403777425138,11,1.0,0.0,0.0,Debit,6812.752335405825,0.0,3406.3761677029124,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00485,354.106,307.5946574525203,10,1.0,0.0,0.0,Credit,10892.110287977188,0.0,5446.055143988594,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00486,282.26,0.0,1,1.0,0.0,0.0,Debit,0.0,0.0,0.0,Dormant/New Customer,Engagement Campaign,Cashback incentives,Onboarding support,20–25%
AC00487,114.65727272727273,110.92044329977311,11,1.0,0.0,0.09090909090909091,Debit,1156.1667602077562,0.045454545454545456,578.1061073766053,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00488,377.81,352.96633862168784,8,1.0,0.0,0.0,Credit,16669.274465673177,0.0,8334.637232836589,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00489,126.8425,89.0924124955976,8,1.0,0.0,0.0,Debit,1412.5878649231217,0.0,706.2939324615609,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00490,286.5078571428572,194.85767832638066,14,1.0,0.0,0.0,Debit,3987.7322769565153,0.0,1993.8661384782577,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00491,37.57,0.0,1,1.0,0.0,0.0,Debit,0.0,0.0,0.0,Dormant/New Customer,Engagement Campaign,Cashback incentives,Onboarding support,20–25%
AC00492,111.49,101.12967141249891,11,1.0,0.0,0.0,Debit,1024.9950946167644,0.0,512.4975473083822,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00493,130.193,80.15108664266505,10,1.0,0.0,0.0,Debit,1043.5109379757555,0.0,521.7554689878777,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00494,410.17333333333335,384.72376093330473,6,1.0,0.0,0.0,Credit,26300.566855663863,0.0,13150.283427831931,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00495,294.015,259.585300986904,14,1.2857142857142858,0.0,0.07142857142857142,Debit,5451.569058435393,0.03571428571428571,2725.802386360554,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00496,209.13363636363636,130.0365697234995,11,1.0,0.0,0.0,Debit,2472.274383114055,0.0,1236.1371915570276,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00497,182.66615384615383,88.61825973790253,13,1.0,0.0,0.07692307692307693,Debit,1245.1965708973503,0.038461538461538464,622.6175162179059,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00498,357.4536842105263,418.7220298215688,19,1.1578947368421053,0.0,0.0,Debit,7877.564439066588,0.0,3938.782219533294,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00499,330.308,226.9299170182167,20,1.0,0.0,0.0,Debit,3747.838164130748,0.0,1873.919082065374,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
AC00500,162.06375,40.92237495144517,16,1.0,0.0,0.0,Debit,414.5020705647001,0.0,207.25103528235005,Standard Customer,Regular Monitoring,Loyalty rewards,Monthly insights,5–10%
